Polyglot,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODIFIER_NO_FAIL_ON_0_ENERGY,,No Fail,Échec impossible,Sin fallos,Kein Versagen,Nessun Fail,Sem Falhar,,Без поражения,,,,,Inget Misslyckande,Niet Falen,,,No Fail,不会失败,不會失敗,실패 없음,,Csak nyugalom,Fără eșec,,,בלי להיפסל,,,,
MODIFIER_NO_FAIL_ON_0_ENERGY_HINT,,You can continue playing the level even after you deplete all the energy,Vous pouvez continuer à jouer même après avoir épuisé l'énergie.,Puedes seguir jugando el nivel aunque se te haya agotado toda la energía,"Du kannst das Level weiter spielen, auch wenn sich deine ganze Energie geleert hat.",Puoi continuare a giocare il livello anche dopo che si esaurisce tutta l'energia.,Você pode continuar a jogar no nível mesmo depois de esgotar toda a energia.,,"Вы можете продолжать играть даже после того, как истратите всю энергию",,,,,Du kan fortsätta spela nivån även efter att du uttömt all energi,"Je kunt het level blijven spelen, zelfs nadat al je energie is uitgeput.",,,ゲージが空になっても、ステージが中断しません,在你耗尽能量后仍然可以继续游戏,在你耗盡能量後仍然可以繼續遊玩,모든 에너지를 소진한 뒤에도 계속 레벨을 플레이할 수 있습니다,,"Folytathatod a játékot még akkor is, ha a lemerült az energiasávod",,,,אתם יכולים להמשיך לשחק בשלב הזה אפילו אחרי שיתרוקן לכם כל האנרגיה,,,,
FAILED,,Failed,Échoué,Fallido,Fehlgeschlagen,Fallito,Falhou,,Провалено,,,,,Misslyckades,Gefaald,,,Failed,失败,失敗,실패,,Sikertelen,,,,נכשלתם,,,,
BADGE_MAX_COMBO,,Longest Journey,Spécialiste,Perseverante,Längste Reise,Viaggio Più Lungo,Jornada Mais Longa,,Долгое путешествие,,,,,Längsta Resan,Langste Tocht,,,ロンゲストジャーニー,漫漫长路,漫漫長路,최장 여정,,Kiránduló,,,,הם עברו מסע ארוך,,,,
BADGE_MIN_COMBO,,Casual Cutter,Amateur,Principiante,Lässige Klinge,Tagliatore Casuale,Cortador Casual,,Повседневный резчик,,,,,Fritids Skärare,Casuele snijder,,,カジュアルカッター,无心挥砍,無心揮砍,평범한 절단기,,Alkalmi aprító,,,,קשה לחתוך ברצף,,,,
BADGE_MAX_PRECISION,,Saber Surgeon,Fin tireur,Cirujano del sable,Laserchirurg,Chirurgo Saber,Cirurgião de Sabre,,Хирургическая точность,,,,,Sabel Kirurg,Krankzinnige Chirurg,,,セイバーサージェン,光柳叶刀,光劍醫生,세이버 집도의,,Kardsebész,,,,ידיי מנתח,,,,
BADGE_MIN_PRECISION,,Lumberjack,Sabreur,Leñador,Holzfäller,Boscaiolo,Lenhador,,Дровосек,,,,,Skogshuggare,Houthakker,,,ランバージャック,伐木工,伐木工人,벌목공,,Favágó,,,,חוטב העצים,,,,
BADGE_MAX_HAND_MOVEMENT,,Jazz Hands,Moulin à vent,Estrella del jazz,Dirigent,Mani Jazz,Mãos de jazz,,Быстрые Руки,,,,,Jazz Händer,Jazz Handen,,,ジャズハンド,爵士手,爵士手,재즈 핸즈,,Fürgekezű,,,,נשברו לי הידיים,,,,
BADGE_MIN_HAND_MOVEMENT,,Fencer,Bretteur,Maestro de esgrima,Fechter,Schermitore,Esgrimista,,Фэнсер,,,,,Fencare,Schermer,,,フェンサー,剑术家,劍術家,펜싱 선수,,Vívó,,,,חסר הכוח,,,,
BADGE_MIN_GOOD_CUTS,,Air Slicer,Empoté,Rebanador del aire,Luft Schlitzer,Affetta Aria,Cortador de Ar,,Разрезающий воздух,,,,,Luft Skärare,Lucht snijder,,,エアースライサー,挥个寂寞,空氣劍士,공기를 가르는 자,,Legyező,,,,חותך האוויר,,,,
BADGE_MAX_GOOD_CUTS,,No Mercy,Impitoyable,Despiadado,Gnadenlos,Nessuna Pietà,Sem Piedade,,Без пощады,,,,,Ingen Nåd,Geen Genade,,,ノーマーシー,毫不留情,毫不留情,자비는 없다,,Könyörtelen,,,,ללא רחמים,,,,
JOINABLE_VIA_RICH_PRESENCE,,Joinable via Rich Presence ,Rejoignable via présence riche,Se puede unir por Rich Presence ,Betretbar durch Rich Presence,Possibilità di Unirsi tramite Rich Presence,Entrar via Rich Presence,,Подключаемо через Rich Presence ,,,,,Kan anslutas via Rich Presence,Aansluitbaar via Rich Presence,,,リッチプレゼンス経由で参加可能 ,允许通过游戏动态加入,可使用遊戲狀態加入,Rich Presence로 참가 가능 ,,Csatlakozás állapotüzenetből,,,,אפשרי להתחברות דרך Rich Presence,,,,
OCULUS_JOINABLE_HINT_INFO,,"Depending on your Oculus Activity Privacy setting, allows other users to launch the game directly onto this server.","En fonction de vos paramètres de confidentialité d'activité Oculus, permet aux autres utilisateurs de rejoindre votre serveur au démarrage.","Dependiendo de tu ajuste de privacidad de actividad de Oculus, permite que otros usuarios ejecuten el juego directamente en el servidor.","Abhängig von deiner Oculus-Aktivitätsdatenschutzeinstellung, können andere Benutzer das Spiel direkt auf diesem Server starten.","A seconda dell'impostazione Oculus Activity Privacy, consente ad altri utenti di avviare il gioco direttamente su questo server.","Dependendo da configuração de Privacidade de Atividade do Oculus, outros usuários podem iniciar o jogo diretamente neste servidor.",,"В зависимости от настроек конфиденциальности Oculus, позволяет пользователям запускать игру непосредственно на этом сервере.",,,,,"Beroende på din Oculus Aktivitets Sekretess inställningar, tillåter andra spelare att starta spelet direkt på denna server.",Afhankelijk van je Oculus activiteitsprivacy instellingen kunnen andere spelen het spel direct op deze server starten.,,,Oculusアクティビティーのプライバシー設定に応じて、他のユーザーがこのサーバーで直接ゲームを起動できるようにします。,取决于您的Oculus隐私设置，让他人可以直接启动游戏进入该房间。,取決於您的Oculus隱私設置，讓他人可以直接啟動遊戲進入該房間。,Oculus 활동 공개 범위 설정에 따라 다른 사용자가 이 서버에 직접 게임을 실행할 수도 있습니다.,,"Az Oculus tevékenységi beállításodtól függően lehetővé teszi más felhasználók számára, hogy közvetlenül erre a szerverre indítsák a játékot.",,,,"לפי הגדרותיכם באוקולוס פרטיות פעילתי, אפשרי לשחקנים אחרים לפתוח את המשחק ישר לשרתכם.",,,,
MULTIPLAYER,,Multiplayer,Multijoueur,Multijugador,Mehrspieler,Multigiocatore,Multijogador,,Сетевая игра,,,,,Flerspelare,Multiplayer,,,マルチプレイヤー,联机模式,多人模式,멀티플레이어,,Többjátékos,,,,רב משתתפים,,,,
MULTIPLAYER_SPECTATOR_MODE_WARNING,,Spectator Mode Enabled. You can change this in the Multiplayer menu on the left side.,Mode spectateur activé. Vous pouvez modifier cette option dans le menu multijoueur à gauche.,Modo de espectador activado. Puedes cambiar esto en el menú de Multijugador del lado izquierdo.,Zuschauermodus aktiviert. Du kannst dies im Mehrspielermenü auf der linken Seite ändern.,Modalità spettatore abilitata. Puoi cambiarla nel menu Multigiocatore sul lato sinistro.,Modo Espectador Habilitado. Você pode alterar isso no menu Multiplayer do lado esquerdo.,,Режим наблюдателя включен. Вы можете изменить это в меню мультиплеера слева.,,,,,Åskådar läge Aktiverat. Du kan ändra detta i Flerspelare menyn på den vänstra sidan.,Toeschouwers modus ingeschakeld. U kunt deze optie wijzigen in het Multiplayer menu aan de linkerkant.,,,観客モードが有効です。左側のマルチプレイメニューで変更可能です。,观战模式已启用。您可以在左侧的联机模式菜单中更改此选项。,旁觀模式已開啟。您可以在前面的多人遊戲選單中更改此選項。,관전 모드를 사용합니다. 왼쪽의 멀티플레이어 메뉴에서 이 설정을 변경할 수 있습니다.,,Néző mód engedélyezve. Ezt a Többjátékos menü bal oldalán módosíthatod.,,,,מצב רוח מופעל. אתם יכולים לשנות את זה בתפריט הרב משתתפים שמשמאלכם.,,,,
PLAYING_MULTIPLAYER_PRESENCE,,Playing Multiplayer,Joue en multijoueur,Jugando Multijugador,Spielt im Mehrspielermodus,Giocando Multigiocatore,Jogando Multijogador,,Играет по сети,,,,,Spelar Flerspelarläge,Speelt Multiplayer,,,マルチプレイヤーをプレイしています,联机模式游戏中,正在和其他人較勁劍術,멀티플레이어 플레이 중,,Többjátékos módban,,,,משחקים ברב משתתפים,,,,
BADGE_FULL_COMBO,,Perfectionist,Perfectionniste,Perfeccionista,Perfektionist,Perfezionista,Perfeccionista,,Перфекционист,,,,,Perfektionist,Perfectionist,,,パーフェクショニスト,完美主义,完美主義者,완벽주의자,,Maximalista,,,,פרפקציוניסט,,,,
BADGE_MIN_SABER_MOVEMENT,,Nihilist,Nihiliste,Nihilista,Nihilist,Nichilista,Niilista,,Нигилист,,,,,Nihilist,Nihilist,,,ニヒリスト,虚无主义,虛無主義,허무주의자,,Nihilista,,,,העדין,,,,
BADGE_MAX_SABER_MOVEMENT,,Relentless slicer,Implacable,Segador implacable,Unbarmherziger Schneider,Affettatore senza sosta,Fatiador Implacável,,Неустанный разрубатель,,,,,Relentlös skärare,Genadeloze Snijder,,,リレントレススライサー,无情机器,無情機器,가차 없는 슬라이서,,Irgalmatlan hasító,,,,חותך בלי הפסקה,,,,
BADGE_COMBO_SUBTITLE,,Max Combo {0},Combo maximum {0},Combo máximo {0},Max Kombo {0},Combo Massima {0},Combo Máximo {0},,Макс. комбо {0},,,,,Max Kombo {0},Max Combo {0},,,Max Combo {0},最高连击 {0},最高連擊 {0},최대 Combo {0},,Legnagyobb kombó {0},,,,הכי הרבה ללא פספוס {0},,,,
BADGE_FULL_COMBO_SUBTITLE,,Full Combo {0},Combo complet {0},Combo completo {0},Volle Kombo {0},Combo Completa {0},Combo Completo {0},,Полное комбо {0},,,,,Full Kombo {0},Volledige Combo {0},,,Full Combo {0},全连 {0},Full Combo {0},풀 Combo {0},,Teljes kombó {0},,,,ללא פספוסים {0},,,,
BADGE_PRECISION_SUBTITLE,,{0:.0}% Precision,{0:.0}% de précision,{0:.0} % de Precisión,{0:.0}% Präzision,Precisione {0:.0}%,Precisão de {0:.0}%,,{0:.0}% точность,,,,,{0:.0}% Precision,{0:.0}% Precisie,,,{0:.0}% の精度,{0:.0}% 精确度,{0:.0}% 精準度,{0:.0}% 정확도,,{0:.0}% pontosság,,,,%{0:.0} דיוק,,,,
BADGE_HAND_MOVEMENT_SUBTITLE,,{0:.0} metres,{0:.0} mètres,{0:.0} metros,{0:.0} Meter,{0:.0} metri,{0:.0} metros,,{0:.0} метров,,,,,{0:.0} meter,{0:.0} meter(s),,,{0:.0} m,{0:.0} 米,{0:.0} 公尺,{0:.0} 미터,,{0:.0} méter,,,,{0:.0} מטרים,,,,
BADGE_GOOD_CUTS_SUBTITLE,,{0} Good Cuts,{0} coups réussis,{0} Buenos Cortes,{0} gute Schläge,{0} Tagli Corretti,{0} Cortes Bons,,{0} хороших разрезов,,,,,{0} Bra Skärningar,{0} Goede sneden,,,{0} Good Cuts,{0} 正确挥砍,{0} 良好揮砍,굿 컷 {0}회,,{0} helyes vágás,,,,חיתוכים טובים {0},,,,
BADGE_SABER_MOVEMENT_SUBTITLE,,{0:.0} metres,{0:.0} mètres,{0:.0} metros,{0:.0} Meter,{0:.0} metri,{0:.0} metros,,{0:.0} метров,,,,,{0:.0} meter,{0:.0} meter(s),,,{0:.0} メートル,{0:.0} 米,{0:.0} 公尺,{0:.0} 미터,,{0:.0} méter,,,,{0:.0} מטרים,,,,
LABEL_MULTIPLAYER_UNAVAILABLE_UNKNOWN_ERROR,,Something went wrong. Can not check multiplayer availability status.,Une erreur est survenue. Impossible de déterminer la disponibilité du mode multijoueur.,Algo salió mal. No puedes revisar el estado de disponibilidad del Multijugador.,Ein Fehler ist aufgetreten. Mehrspieler-Verfügbarkeitsstatus kann nicht geprüft werden.,Qualcosa è andato storto. Impossibile controllare lo stato di disponibilità dei server multigiocatore.,Algo deu errado. Não é possível verificar o status de disponibilidade do multijogador.,,Что-то пошло не так. Невозможно проверить статус доступности мультиплеера.,,,,,Något gick fel. Kan inte kontrollera status för flerspelarläge.,Er is iets misgegaan. Kan de beschikbaarheidsstatus van de multiplayer niet controleren.,,,問題が発生しました。マルチプレイヤーの利用状況を確認できません。,出错了。无法检查联机模式是否可用。,出現了一些狀況. 無法檢查多人連線伺服器狀態,문제가 발생했습니다. 멀티플레이어 이용 상태를 확인할 수 없습니다.,,Hiba történt. Nem lehet ellenőrizni a többjátékos mód elérhetőségét.,,,,אופס משהו לא עובד. לא מצליח לבדוק את מצב השרתים.,,,,
LABEL_ERROR,,Error,Erreur,Error,Fehler,Errore,Erro,,Ошибка,,,,,Fel,Error,,,エラー,错误,錯誤,오류,,Hiba,,,,תקלה,,,,
LABEL_CHECKING_MULTIPLAYER_AVAILABILITY,,Checking multiplayer availability,Vérification de la disponibilité du mode multijoueur,Revisando la disponibilidad del Multijugador,Überprüfe Serververfügbarkeit,Controllando la disponibilità dei server multigiocatore,Verificando disponibilidade do multijogador,,Проверка доступности мультиплеера,,,,,Kontrollerar flerspelartillgänglighet,Beschikbaarheid servers controleren,,,マルチプレイヤーの利用状況を確認しています,正在检查联机模式状态,正在檢查多人模式狀態,멀티플레이어를 이용할 수 있는지 확인 중,,Többjátékos mód elérhetőségének ellenőrzése,,,,בדוק נגישות הרב משתתפים,,,,
LABEL_MULTIPLAYER_UNAVAILABLE,,Multiplayer unvailable,Multijoueur indisponible,Multijugador no disponible,Mehrspieler nicht verfügbar,Multigiocatore non disponibile,Multijogador indisponível,,Мультиплеер недоступен,,,,,Flerspelar läge otillgängligt,Multiplayer onbeschikbaar,,,マルチプレイヤー利用不可,联机模式不可用,多人模式不可用,멀티플레이어 이용 불가,,Többjátékos mód nem elérhető,,,,רב משתתפים לא נגיש,,,,
LABEL_MULTIPLAYER_UNAVAILABLE_PS_ONLINE_SERVICES,,Multiplayer is not available because your use of online features is restricted.,Le multijoueur est indisponible parce que votre utilisation des fonctionnalités en ligne est restreinte.,El Multijugador no está disponible porque está restringido tu uso de las funciones en línea.,"Multiplayer ist nicht verfügbar, da deine Nutzung von Online-Funktionen eingeschränkt ist.",Multigiocatore non disponibile perché il tuo accesso alle funzionalità online è limitato.,Multiplayer não está disponível porque seu uso de recursos on-line é restrito.,,"Мультиплеер недоступен, потому что использование вами онлайн-функций ограничено.",,,,,Flerspelar läge är inte tillgängligt eftersom din användning av online funktioner är begränsade.,Multiplayer is niet beschikbaar omdat het gebruik van online functies beperkt is.,,,オンライン機能の使用が制限されているため、マルチプレイヤーを利用できません。,由于你的联网功能受限，联机模式无法使用。,多人連線無法使用. 因為你的線上功能受到限制,온라인 사용 기능이 제한되어 멀티플레이어를 이용할 수 없습니다.,,"A többjátékos mód nem érhető el, mert az online funkciók használata korlátozott.",,,,רב משתתפים אינו נגיש לכם בגלל הגבלת גישתכם לרב משתתפים.,,,,
